article_id,infraction_desc,type_article,categorie_vehicule,amende_fixe,points_retrait,mots_cles,has_sanction,has_amende,has_points
91,المادة 91 يمنع على المركبات، بالرغم عن كل اءلحكام المخءلفة، كل ءشهار يستعمل الضوا بواسطة ءءلة ءو جهاز عاكس للضوا.,obligation,non_precise,,,aucun,False,False,False
92,المادة 92 يجب على كل ساءق : 1 ءن يكون في حالة بدنية وعقلية تمكنه من سياقة مركبته ءو حيواناته وفي التحكم فيها باستمرار ؛,obligation,non_precise,,,"alcool, alcootest",False,False,False
93,المادة 93 يجب على كل ساءق استعمال ءجهزة السالمة ولوازمها وفق الشروط المحددة من قبل اءلدارة.,obligation,non_precise,,,aucun,False,False,False
94,المادة 94 يجب على كل رءجل عند استعماله الطريق العمومية : اتخاذ االحتياطات ءلالزمة لتجنب كل خطر سواا على نفسه ءو على الغير ؛,obligation,non_precise,,,permis,False,False,False
95,المادة 95 تصدر اءلدارة قرارا بسحب رخصة السياقة، ءذا لم يدفع الشخص الحاصل عليها مبلغ الغرامة الصادرة في حقه بموجب مقرر قضاءي حاءز لقوة ال ضيا المق ضي به ءو ءذا لم يدفع الصواءر المتعلقة,sanction,non_precise,,,permis,True,False,False
96,المادة 96 تصدر اءلدارة قرارا بتوقيف رخصة السياقة ملدة ال تتجاوز ثالثة ءشهر للمرة اءلولى وستة ءشهر في حالة العود، في حق كل ساءق مركبة يقوم بنقل البضاءع ءو بالنقل الجماعي لءلشخاص :,autre,poids_lourd,,,"arret, stationnement, permis, vitesse, depassement",False,False,False
97,المادة 97 يمكن ءن تصدر اءلدارة قرارا بسحب رخصة السياقة : 1 ءذا ثبت، بعد فحص يجرى وفقا للمواد 14 و15 و16و19 و20 من هذا القانون، ءن صاحبها غير,autre,non_precise,,,permis,False,False,False
14,المادة 14 ءعاله. ال يمكن ءرجاع رخصة السياقة لصاحبها ءال بعد ءن يثبت بفحص طبي يجري وفق المواد المذكورة في,autre,non_precise,,,permis,False,False,False
98,المادة 98 يتوقف ءثر توقيف ءو سحب رخصة السياقة المقرر من قبل اءلدارة وفقا ءلحكام المواد 95 و96 و97 ءعاله، كيفما كانت مدته، بعد ءي قرار بالحفظ تصدره النيابة العامة ءو ءذا ءصبح قابال للتنفيذ،,sanction,non_precise,,,"arret, permis, stationnement",True,False,False
99,المادة 99 طبقا ءلحكام,autre,non_precise,,,aucun,False,False,False
29,المادة 29 من هذا القانون، تقوم، بقوة القانون، السلطة المحدثة لديها الجذاذية الوطنية لرخصة السياقة المشار ءليها في,autre,non_precise,,,permis,False,False,False
120,المادة 120 ءدناه بخصم النقط من الرصيد المخصص لرخصة السياقة، في الحاالت المشار ءليها في ءلفقرة اءلولى من,sanction,non_precise,,,aucun,True,False,False
28,المادة 28 ءعاله، بناا على نسخ مقررات قضاءية حازت قوة ال ضيا المق ضي به، تحيلها عليها النيابة العامة ءو نسخ الوثاءق التي تثبت ءداا الغرامة التصالحية والجزافية، وفقا ملا يلي :,sanction,non_precise,,,"alcool, permis, alcootest",True,False,False
207,المادة 207 ءدناه ءو للتحققات 6 ءو الختبارات الكشف المنصوص عليها في المادتين 208 و 213 ءدناه. 08 سياقة مركبة تحت تءثير اءلدوية التي تحظر السياقة بعد تنءولها. 2,autre,non_precise,,6.0,"arret, stationnement, signalisation, permis, autoroute, vitesse, depassement, telephone, ceinture",False,False,True
100,المادة 100 استثناا من ءحكام,autre,non_precise,,,aucun,False,False,False
99,المادة 99 ءعاله، وفي حالة تعدد الجنح المرتكبة في ءءن وءحد من بينها جنحة وءحدة من الجنح المشار ءليها في 1 و3 و5 من,autre,non_precise,,,aucun,False,False,False
99,المادة 99 ءعاله، فءن عدد النقط الواجب خصمها من رصيد النقط يساوي 16 نقطة على اءلكثر، وفي حالة تعدد الجنح اءلخرى المرتكبة في ءءن وءحد فءن عدد النقط الواجب خصمها من رصيد النقط يساوي 10 نقط على اءلكثر.,sanction,non_precise,,,aucun,True,False,False
101,المادة 101 اليمكن توقيف المركبات ءو ءيداعها بالمحجز ءال في الحاالت ووفق الشروط المنصوص عليها في هذا القانون.,autre,non_precise,,,aucun,False,False,False
102,المادة 102 توقيف المركبة هو اءلمر الذي يصدره العون محرر المحضر، احتياطيا، للساءق بتوقيف مركبته في مكان معاينة المخءلفة ءو على مقربة منه، مع التقيد بالقواعد المتعلقة بالتوقف.,autre,non_precise,,,"arret, stationnement",False,False,False
103,المادة 103 عالوة على الحاالت المنصوص عليها في القانون، يجب اءلمر بتوقيف المركبة في الحاالت التالية : 1 عدم اءلدالا برخصة السياقة ؛,obligation,poids_lourd,,,"permis, alcootest, vitesse, alcool, depassement",False,False,False
207,المادة 207 ءدناه ءو للتحققات ءو الختبارات الكشف المنصوص عليهما في المادتين 208 و213 ءدناه ؛ 24 عدم اءلدالا ببطاقة الساءق المنهي في حالة السياقة المهنية.,autre,non_precise,,,aucun,False,False,False
104,المادة 104 يتم توقيف المركبة، كما هو معرف في,autre,non_precise,,,aucun,False,False,False
102,المادة 102 ءعاله، حسب الحاالت، على النحو التالي : 1 يصدر اءلمر بتوقيف المركبة ءلى حين انتهاا المخءلفة في الحاالت المشار ءليها في البنود من 1 ءلى غاية 14 وفي البنود من 18 ءلى 22 من,autre,non_precise,,,aucun,False,False,False
103,المادة 103 ءعاله ؛ 2 يصدر اءلمر بتوقيف المركبة في الحاالت المشار ءليها في البنود من 15 ءلى 17 وفي البند 23 من,autre,non_precise,,,aucun,False,False,False
103,المادة 103 ءعاله، ءلى حين حضور ساءق حاصل على رخصة سياقة من نفس الصنف، يقترحه المخءلف ءو عند االقتضاا مالك المركبة، للقيام بسياقتها ؛ 3 في الحاالت المشار ءليها في البند 10 من,autre,non_precise,,,aucun,False,False,False
103,المادة 103 ءعاله، ءذا تعلق اءلمر بانعدام ءو عدم مطابقة جهاز قياس السرعة وزمن السياقة، يتم توقيف المركبة ءلى حين ءدالا المخءلف بما يثبت شرااه للجهاز وتسلمه له. وفي حالة ءثبات ذلك يتم االحتفاظ بشهادة تسجيل المركبة مقابل وصل يعتبر بمثابة ءذن,obligation,non_precise,,,vitesse,False,False,False
103,المادة 103 ءو ءلى حين حضور ساءق حاصل على بطاقة ساءق منهي من نفس الصنف يقترحه المخءلف ءو مالك المركبة، للقيام بسياقتها.,autre,non_precise,,,aucun,False,False,False
103,المادة 103 ءعاله، يجب ءن ينص اءلذن بتوقيف المركبة على تقديم المركبة ملراقبة تقنية في مركز للمراقبة التقنية من اختيار الساءق. وفي هذه الحالة، يسلم العون محرر المحضر للساءق وصال بمثابة ءذن بالسياقة ملدة سبعة 7 ءيام يتضمن البيانات المتعلقة,obligation,non_precise,,,aucun,False,False,False
105,المادة 105 يمكن تنفيذ قرار التوقيف الناتج عن مخءلفة تتعلق بالحاالت المشار ءليها في البنود من 5 ءلى 9 وفي البنود 11 و12 و14 من,autre,non_precise,,,aucun,False,False,False
103,المادة 103 ءعاله، في مكان يستطيع فيه ساءق المركبة الحصول على وساءل ءنهاا المخءلفة. وال تجوز ممارسة هذه اءلمكانية، ءال ءذا كان من المتيسر اقتياد المركبة ءلى هذه اءلمكنة وفق شروط السالمة. ويجوز اءلذن كذلك للساءق في االستعانة بمنهي مءهل ءلزاحة مركبته قصد,autre,non_precise,,,aucun,False,False,False
107,المادة 107 بعده، ءال بعد اءلدالا بشهادة تثبت ءن اءلصالحات قد تمت وفق الشكل المطلوب، تسلمها ءما اءلدارة ءو مركز للمراقبة التقنية مرخص من قبل اءلدارة.,autre,non_precise,,,aucun,False,False,False
106,المادة 106 يتم توقيف المركبة على النحو التالي، فيما يخص الحاالت المشار ءليها في البنود 18 و19 و20 من,autre,non_precise,,,aucun,False,False,False
103,المادة 103 ءعاله : 1 يجب عند تجاوز عدد الركاب المءذون به في حالة النقل الجماعي لءلشخاص، نقل اءلشخاص الزاءدين وفق ءحكام ءلفقرة اءلخيرة من,obligation,transport_commun,,,depassement,False,False,False
104,المادة 104 ءعاله، وال يمكن السماح للمركبة الموقوفة بمواصلة السير ءلى حين ضمان وساءل النقل الضرورية لنقل اءلشخاص الزاءدين ؛ 2 ءذا تم ءثبات ارتكاب مخءلفة تتعلق بتجاوز الوزن اءلجمالي المءذون به للمركبة محملة ءو بتجاوز,autre,"transport_commun, poids_lourd",,,"arret, depassement, stationnement",False,False,False
107,المادة 107 ءذا لم يتم ءنهاا المخءلفة التي بررت التوقيف، وقت مغادرة العون محرر المحضر ملكان ءيقاف المركبة، يقوم هذا العون برفع اءلمر ءلى اءلدارة التابع لها مع تسليمها شهادة التسجيل ءو رخصة,obligation,non_precise,,,aucun,False,False,False
108,المادة 108 يرفع التوقيف، ما لم توجد ءحكام مخءلفة: 1 في عين المكان، من قبل العون محرر المحضر، الذي ءمر به وذلك فور ءنهاا المخءلفة ؛,autre,non_precise,,,aucun,False,False,False
107,المادة 107 ءعاله، بمجرد ما يثبت الساءق انتهاا المخءلفة. وترجع ءلى المخءلف عندءذ، الوثاءق المشار ءليها في نفس المادة.,autre,non_precise,,,aucun,False,False,False
109,المادة 109 ءذا لم يثبت المخءلف انتهاا المخءلفة، داخل ءجل اثنتين وسبعين 72 ساعة، من ساعة توقيف المركبة، ومع مراعاة ءحكام البندين 3 و5 من,autre,non_precise,,,aucun,False,False,False
104,المادة 104 ءعاله، وجب على السلطة التابع لها العون محرر المحضر الذي عاين المخءلفة، تحويل التوقيف ءلى ءيداع في المحجز. وتحرر السلطة عندءذ محضرا باءليداع في المحجز مرفقا بنسخة من جذاذة التوقيف .,autre,non_precise,,,aucun,False,False,False
103,المادة 103 ءعاله، يمدد اءلجل المذكور في ءلفقرة اءلولى ءلى سبعة ءيام. ءلفرع الثاني,autre,non_precise,,,aucun,False,False,False
110,المادة 110 اءليداع في المحجز هو تنقيل مركبة ءو جزا من مركبة متمفصلة موضوع مخءلفة، ءلى مكان يعينه العون محرر المحضر ءو السلطة المختصة ءو السلطة القضاءية وحراستها فيه، قصد االحتفاظ بها في,obligation,non_precise,,,aucun,False,False,False
111,المادة 111 عالوة على الحاالت المنصوص عليها في القانون، يصدر ضابط الشرطة القضاءية ءو العون محرر المحضر فورا ءو السلطة القضاءية اءلمر باءليداع في المحجز، في الحاالت التالية :,obligation,poids_lourd,,,"arret, stationnement, permis, vitesse, depassement",False,False,False
112,المادة 112 عالوة على الحاالت المنصوص عليها في القانون، ومع مراعاة ءال يكون قد صدر ءي مقرر قضاءي بءيداع المركبة بالمحجز ءو بحجزها، تءمر اءلدارة، بعد االطالع على محضر المخءلفة، بءيداع المركبات بالمحجز في,autre,poids_lourd,,,"depassement, vitesse",False,False,False
104,المادة 104 ءعاله ؛ 5 عدم اءلدالا بما يفيد ءصالح الجهاز المذكور في البند 4 ءعاله خالل اءءلجال المحددة في ءلفقرة الثانية من,autre,non_precise,,,aucun,False,False,False
104,المادة 104 للقيام باءلصالحات ءلالزمة ؛ 6 مركبة نقل البضاءع لحساب الغير ءو للحساب الخاص، التي تسير بدون ترخيص. 7 امتناع كل ساءق مركبة يقوم بنقل البضاءع ءو بالنقل الجماعي لءلشخاص من تنفيذ اءلمر,autre,poids_lourd,,,"arret, stationnement",False,False,False
112,المادة 112 1 عالوة على الحاالت المنصوص عليها في القانون، يصدر ضابط الشرطة القضاءية ءو العون محرر المحضر فورا اءلمر باءليداع في المحجز، في الحاالت التالية :,sanction,non_precise,,1.0,"arret, stationnement",True,False,True
113,المادة 113 يجب على العون محرر المحضر، الذي ءعد محضر معاينة المخءلفة المبررة لءليداع في المحجز، ءن يحيل اءلمر على ضابط الشرطة القضاءية المختص من حيث المكان ءو على السلطة التابع لها العون,definition,non_precise,,,aucun,False,False,False
107,المادة 107 ءعاله، وءلى ساعة طلب المركبة المكلفة باءلزاحة ؛ 5 اءلذن للمخءلف ءو ملالك المركبة الصادر اءلمر بءيداعها في المحجز، ءذا كانت محملة، القيام بمنءقلة الحمولة على مركبة مالءمة ومرخص لها قانونا على نفقته وتحت مسءوليته التي تظل قاءمة,definition,non_precise,,,aucun,False,False,False
104,المادة 104 ءعاله. يعد عدم قيام مالك المركبة ءو ساءقها بتسليم الوثاءق السءلفة الذكر، فورا، بعد التبليغ الموجه ءليه لهذا الغرض، بمثابة عدم امتثال لءلوءمر.,obligation,non_precise,,,permis,False,False,False
114,المادة 114 ءذا ءودع الساءق ءو المالك ءو المسءول المدني المركبة بالمحجز، وجب عليه ءن يسلم ءلى حارس المحجز اءلمر باءليداع، الذي يعده العون محرر المحضر ءو اءلدارة، ويتسلم من الحارس المذكور,obligation,non_precise,,,aucun,False,False,False
115,المادة 115 ال يمكن ءصالح المركبة المودعة في المحجز بسبب سوا حالتها الميكانيكية التي ال تسمح بالسير وفق شروط السالمة العادية، ءال بعد انقضاا مدة اءليداع.,autre,non_precise,,,aucun,False,False,False
116,المادة 116 يجب ءزاحة المركبة المودعة في المحجز، لعدم توفرها على وثيقة المراقبة التقنية ءو لعدم صالحية هذه اءلخيرة، ونقلها ءلى ءقرب مركز للمراقبة التقنية، بواسطة مركبة مرخص لها، ءلخضاعها ءلى,obligation,non_precise,,,aucun,False,False,False
117,المادة 117 يتحمل مالك المركبة ءو المسءول المدني عنها مصاريف اءلزاحة والحراسة في المحجز والخبرة. الباب الرابع,autre,non_precise,,,aucun,False,False,False
118,المادة 118 يتعرض كل مالك ءو حاءز ملركبة ال يتقيد باءلجل المنصوص عليه في المادتين 59 و60 ءعاله لغرامة ءدارية مبلغها خمسماءة 500 درهم مع غرامة ءضافية نسبتها 10 من مبلغ الغرامة عن كل شهر,sanction,non_precise,500.0,,aucun,True,True,False
119,المادة 119 كل مالك مركبة ءجنبية، التتوفر على رقم تسجيل مغربي، يقوم بعملية النقل بين نقطتين داخل التراب المغربي، دون ترخيص خاص مسلم من قبل مصالح السلطة الحكومية المكلفة بالنقل، يعاقب,sanction,poids_lourd,5000.0,,aucun,True,True,False
120,المادة 120 تحدث جذاذيتان ءداريتان تتعلق اءلولى برخص السياقة والثانية بالمركبات، تسميان تباعا الجذاذية الوطنية لرخصة السياقة و الجذاذية الوطنية للمركبة تسجل فيهما تلقاءيا المعطيات,autre,non_precise,,,permis,False,False,False
121,المادة 121 تهدف الجذاذيتان المحدثتان بهذا القانون ءلى تمكين : اءلشخاص المعنيين بالمعطيات التي تم تجميعها، من التوفر على معلومات حول وضعية رخصة,autre,non_precise,,,aucun,False,False,False
125,المادة 125 بعده، الكشف عن ءية معلومة مسجلة في الجذاذيتين ءو ءفشاءها، باستثناا الحاالت المقررة صراحة في هذا القانون.,autre,non_precise,,,aucun,False,False,False
122,المادة 122 تختص السلطة الحكومية المكلفة بالنقل ءو الموظفون المنتدبون من لدنها لهذا الغرض، والمنشورة قاءمتهم في الجريدة الرسمية، وحدهم بءصدار اءلمر ءو القيام ءو العمل على القيام، تحت مسءوليتهم،,autre,non_precise,,,aucun,False,False,False
123,المادة 123 يجب على السلطة المختصة، عندما تتلقى المعطيات الواجب تسجيلها، ءن تخبر بذلك اءلشخاص المعنيين، مع بيان حقهم في االطالع والتصحيح المخول لهم بموجب هذا القانون وكيفيات ممارسة,obligation,non_precise,,,aucun,False,False,False
124,المادة 124 يمكن ءن تعالج المعلومات والمعطيات التي تم تجميعها تطبيقا لهذا القانون، بطريقة ءءلية، وفقا للقواعد التي تحددها اءلدارة.,autre,non_precise,,,aucun,False,False,False
125,المادة 125 يلزم اءلشخاص المكلفون، بءي صفة من الصفات، بمسك الجذاذيتين بكتمان السر المنهي، وفقا ءلحكام ءلفصل 446 من القانون الجناءي وتحت طاءلة العقوبات المقررة فيه.,autre,non_precise,446.0,,aucun,False,True,False
126,المادة 126 يعاقب بالحبس من ثالثة ءشهر ءلى ثالث سنوات وبغرامة من ءلفين 2000 ءلى خمسة ءءءلف 5000 درهم على القيام، بسوا نية، بتسجيل ءدانة قضاءية ءو قرار ءداري في الجذاذية الوطنية لرخصة,sanction,non_precise,5000.0,,aucun,True,True,False
127,المادة 127 بصرف النظر عن العقوبة اءلشد، يعاقب بالحبس من شهر ءلى ستة ءشهر وبغرامة من ءلفين 2000 ءلى خمسة ءءءلف 5000 درهم ءو بءحدى هاتين العقوبتين فقط، على كل انتحال السم ءو صفة قصد,sanction,non_precise,5000.0,,permis,True,True,False
128,المادة 128 تقوم السلطات المختصة ءو تعمل على القيام، طبقا ءلحكام,autre,non_precise,,,aucun,False,False,False
122,المادة 122 ءعاله ووفق الشروط والكيفيات التي تحددها اءلدارة، بتسجيل المعطيات المتعلقة برخصة السياقة، في الجذاذية الوطنية لرخصة السياقة، وخاصة منها :,sanction,non_precise,,,permis,True,False,False
129,المادة 129 يجب محو المعلومات المتعلقة باءلدانات القضاءية الصادرة في شءن رخصة السياقة عند انصرام ءءجال رد االعتبار المنصوص عليها في القانون المتعلق بالمسطرة الجناءية .,sanction,non_precise,,,permis,True,False,False
35,المادة 35 من هذا القانون.,autre,non_precise,,,aucun,False,False,False
130,المادة 130 يحق لصاحب رخصة السياقة االطالع على الكشف الكالم للبيانات المتعلقة به وتسلم نسخة منه بطلب منه. وله ءن يطلب تصحيح المعطيات المغلوطة ءو محو المعطيات وفق الشروط المنصوص عليها,autre,non_precise,,,permis,False,False,False
131,المادة 131 يسلم كشف البيانات الشخصية المتعلقة برخصة السياقة، ءلى السلطات التالية، بناا على طلبها : 1 السلطات القضاءية ؛,autre,non_precise,,,permis,False,False,False
132,المادة 132 تبلغ المعلومات المتعلقة بوجود رخصة السياقة وصنفها وصالحيتها وبهوية صاحبها، بناا على طلبهم، ءلى :,autre,non_precise,,,"alcool, permis",False,False,False
133,المادة 133 تقوم السلطات المختصة ءو تعمل على القيام، طبقا ءلحكام,autre,non_precise,,,aucun,False,False,False
122,المادة 122 ءعاله ووفق الشروط والكيفيات التي تحددها اءلدارة، بتسجيل المعطيات المتعلقة بالمركبات في الجذاذية الوطنية للمركبة، خاصة منها : 1 المعلومات المتعلقة بهوية المالك وعنوانه ورقم بطاقته الوطنية وجنسيته ومهنته وعند االقتضاا،,autre,poids_lourd,,,aucun,False,False,False
134,المادة 134 يحق لصاحب شهادة التسجيل ءو سند الملكية االطالع على الكشف الكالم للبيانات المتعلقة بمركبته وتسلم نسخة منه بطلب منه. وله ءن يطلب تصحيح المعطيات المغلوطة ءو محو المعطيات,autre,non_precise,,,aucun,False,False,False
135,المادة 135 تبلغ المعلومات والمعطيات المشار ءليها في,autre,non_precise,,,aucun,False,False,False
133,المادة 133 ءعاله، بناا على طلبهم، ءلى: 1 محامي ءو وكيل صاحب شهادة تسجيل ءو سند ملكية المركبة ؛ 2 السلطات القضاءية ؛,autre,non_precise,,,aucun,False,False,False
136,المادة 136 تبلغ المعلومات المتعلقة بشهادات التسجيل ءو سند الملكية والخصاءص التقنية للمركبة، ءلجل ممارسة مهامهم وبناا على طلبهم ءلى :,obligation,non_precise,,,aucun,False,False,False
138,المادة 138 تحدد على النحو التالي ءنواع المخءلفات ءلحكام هذا القانون وللنصوص الصادرة لتطبيقه : الجنح ؛,autre,non_precise,,,aucun,False,False,False
139,المادة 139 استثناا من ءحكام ءلفصل 18 من القانون الجناءي، تعتبر الغرامات المنصوص عليها في هذا القانون للمعاقبة على المخءلفات ءلحكامه وءلحكام النصوص الصادرة لتطبيقه. ما عدا الغرامات المحددة في,sanction,non_precise,,,aucun,True,False,False
140,المادة 140 يكون كل ساءق مسءوال جناءيا عما يرتكبه من مخءلفات ءلحكام هذا القانون والنصوص الصادرة لتطبيقه.,autre,non_precise,,,aucun,False,False,False
141,المادة 141 ءذا ارتكبت مخءلفة ءلحكام هذا القانون والنصوص الصادرة لتطبيقه، بواسطة مركبة مسجلة في اسم شخص ذاتي ولم يتم التعرف على هوية الساءق ءثناا معاينة المخءلفة، ءو تعذر التعرف عليه فيما,sanction,non_precise,,,aucun,True,False,False
142,المادة 142 ءذا ارتكبت مخءلفة ءلحكام هذا القانون والنصوص الصادرة لتطبيقه، بواسطة مركبة مسجلة في اسم شخص معنوي، ولم يتم التعرف على هوية الساءق ءثناا معاينة المخءلفة، ءو تعذر التعرف عليه,obligation,non_precise,,,aucun,False,False,False
143,المادة 143 يكون مالك المركبة ءو الشاحن ءو النءقل للبضاءع ءو لءلشخاص عبر الطرق ءو الوكيل بالعمولة ءو المرسل ءو المرسل ءليه ءو كل مصدر ءءخر لءلمر، الذي ءحدث ءو ساهم في ءحداث وضعية مسببة,sanction,non_precise,,5.0,aucun,True,False,True
144,المادة 144 يكون كل مالك مركبة ءو حيوانات مسءوال عن الغرامات والتعويض عن الضرر والمصاريف التي يمكن ءن يحكم بها على تابعه، بموجب هذا القانون، من ءجل مخءلفة مرتكبة ءثناا القيام بالمهام التي,autre,non_precise,,,aucun,False,False,False
145,المادة 145 عندما يحرر ءكثر من محضر لساءق بشءن مخءلفة تتعلق بعيوب ميكانيكية في المركبة ءو في معداتها، ماعدا العيوب المتعلقة بءجهزة السالمة، فال يجوز معاقبته ءال مرة وءحدة من ءجل ارتكاب نفس,autre,non_precise,,,aucun,False,False,False
146,المادة 146 استثناا من ءحكام ءلفصل 121 من القانون الجناءي، عندما تتم معاينة عدة مخءلفات ضد نفس الشخص، تضم العقوبات المالية المقررة بالنسبة ءلى كل جنحة وكل مخءلفة.,autre,non_precise,,,aucun,False,False,False
147,المادة 147 ال يمكن نقل ملكية ءية مركبة، ما لم يقرر القضاا خءلف ذلك، ءو تحصيل الضريبة الخصوصية السنوية على السيارات ءو الرسم على محور المحرك ءال بعد ءثبات ءداا الغرامات الصادر في شءنها على,autre,non_precise,,,permis,False,False,False
148,المادة 148 دون اءلخالل بالعقوبات اءلشد ومع مراعاة ءحكام,autre,non_precise,,,aucun,False,False,False
149,المادة 149 بعده، يعاقب بغرامة من ءلفين 2.000 ءلى ءربعة ءءءلف 4.000 درهم، كل شخص : 1 يسوق مركبة تتطلب سياقتها الحصول على رخصة سياقة دون ءن يكون حاصال على تلك الرخصة.,sanction,non_precise,,2.0,permis,True,False,True
149,المادة 149 في الحاالت المشار ءليها في,autre,non_precise,,,aucun,False,False,False
148,المادة 148 ءعاله، توقف المركبة في مكانها ءلى ءن يقوم بسياقتها ساءق حاصل على رخصة سياقة من نفس صنف المركبة يقترحه المخءلف ءو، عند االقتضاا، مالك المركبة ءو حاءزها. وءذا تعذر ذلك، جاز لءلعوان محرري المحاضر اتخاذ كافة التدابير الضرورية ءليداع,autre,non_precise,,,"arret, stationnement",False,False,False
150,المادة 150 في ماعدا الحاالت المنصوص عليها في ءلفصل 361 من القانون الجناءي ودون اءلخالل بالعقوبات اءلشد، يعاقب بالحبس من شهر وءحد ءلى ستة 6 ءشهر وبغرامة من خمسة ءءءلف درهم 5.000 ءلى,sanction,non_precise,,20.0,aucun,True,False,True
151,المادة 151 يعاقب بالحبس من ستة 6 ءشهر ءلى ثالث 3 سنوات وبغرامة من ءلفين 2.000 ءلى خمسة ءءءلف 5.000 درهم، كل شخص :,sanction,non_precise,,5.0,"permis, alcootest",True,False,True
152,المادة 152 يعاقب بغرامة من ءلفي 2.000 درهم ءلى ثمانية ءءءلف 8.000 درهم، كل شخص صدر في حقه مقرر قضاءي حاءز لقوة ال ضيا المق ضي به ءو قرار ءداري بتوقيف رخصة السياقة ءو بسحبها ءو بءلغاءها:,sanction,non_precise,,2.0,permis,True,False,True
152,المادة 152 1 يعاقب بغرامة من ءلف 1.000 درهم ءلى ءربعة ءءءلف 4.000 درهم، كل شخص لم يسلم رخصة السياقة التي نفذ رصيد النقط المخصص لها، ءلى مصالح اءلدارة، داخل اءلجل المحدد له طبقا ءلحكام,sanction,non_precise,,1.0,aucun,True,False,True
32,المادة 32 من هذا القانون.,autre,non_precise,,,aucun,False,False,False
153,المادة 153 ءذا كان المخءلف وقت ارتكابه ءحدى المخءلفات المنصوص عليها في,autre,non_precise,,,aucun,False,False,False
152,المادة 152 ءعاله، قد صدر في حقه مقرر قضاءي حاءز لقوة ال ضيا المق ضي به بتوقيف رخصة السياقة، فعلى المحكمة المختصة تحويل توقيف الرخصة ءلى ءلغاا، مع المنع من التقدم المتحان الحصول على رخصة سياقة جديدة خالل مدة تتراوح,autre,non_precise,,,permis,False,False,False
154,المادة 154 يعاقب بالحبس من ستة 6 ءشهر ءلى ثالث 3 سنوات وبغرامة من ءلف وماءتي 1.200 درهم ءلى خمسة ءءءلف 5.000 درهم كل شخص يسوق برخصة سياقة مزورة مركبة تتطلب سياقتها الحصول,sanction,non_precise,200.0,6.0,aucun,True,True,True
155,المادة 155 يعاقب بغرامة من ءلفين 2.000 ءلى خمسة ءءءلف 5.000 درهم كل شخص استعمل رخصة السياقة الخاصة به بصفة مهنية دون ءن يكون حاصال على بطاقة ساءق منهي.,sanction,non_precise,,2.0,"arret, permis, stationnement",True,False,True
156,المادة 156 يعاقب بغرامة من خمسة عشر ءلف 15.000 ءلى ثالثين ءلف 30.000 درهم عن كل مركبة، كل صانع مركبات ءو وكيل ءو مستورد ءو مالك لها :,sanction,poids_lourd,,15.0,aucun,True,False,True
157,المادة 157 يعاقب بغرامة من خمسة ءءءلف 5.000 ءلى ثالثين ءلف 30.000 درهم، كل صانع مركبات ءو كل وكيل ءو مستورد ءو مالك لها رفض ءخضاع مركبته، التي ءدخل تغييرا على خصاءصها التقنية،,sanction,non_precise,,5.0,"arret, stationnement",True,False,True
158,المادة 158 يعاقب على ءعادة استخدام كل مركبة خاضعة للتسجيل ءصيبت بءضرار خطيرة دون تقديم تقرير خبرة بشءنها ودون المصادقة عليها بغرامة :,sanction,poids_lourd,500.0,1.0,aucun,True,True,True
159,المادة 159 يعاقب على االستمرار في استخدام مركبة، على الطريق العمومية، خاضعة للتسجيل بمقت ضى ءحكام هذا القانون، غير قابلة لءلصالح تقنيا والمسحوبة شهادة تسجيلها، بغرامة :,sanction,poids_lourd,500.0,1.0,aucun,True,True,True
160,المادة 160 يعاقب بغرامة من ءلفين 2.000 ءلى ستة ءءءلف 6.000 درهم، كل من استخدم مركبة خاضعة للتسجيل ءو خاضعة لسند الملكية دون الحصول على شهادة التسجيل ءوعلى سند الملكية. وتودع,sanction,non_precise,,2.0,aucun,True,False,True
161,المادة 161 يعاقب بغرامة من ءلفين 2.000 ءلى اثني عشر ءلف 12.000 درهم، كل ساءق مركبة، خاضعة للتسجيل، ال تحمل صفاءح التسجيل ءو خاضعة لسند الملكية ال تحمل الرقم الترتيبي وكل مالك ءو,sanction,non_precise,,2.0,aucun,True,False,True
162,المادة 162 يعاقب بالحبس من ستة 6 ءشهر ءلى ثالث 3 سنوات وبغرامة من ءلفين 2.000 ءلى خمسة ءءءلف 5.000 درهم :,sanction,non_precise,,5.0,aucun,True,False,True
162,المادة 162 1 يعاقب بغرامة من ثالثين ءلف 30.000 ءلى ستين ءلف 60.000 درهم، كل شخص غير معتمد من قبل اءلدارة طبقا ءلحكام المادتين61 1 و65 ءعاله :,sanction,non_precise,,1.0,aucun,True,False,True
163,المادة 163 يعاقب بغرامة من ثالثة ءءءلف 3.000 ءلى خمسة ءءءلف 5.000 درهم عن عدم تقديم التصريح المنصوص عليه في,sanction,non_precise,,3.0,aucun,True,False,True
62,المادة 62 ءعاله.,autre,non_precise,,,aucun,False,False,False
164,المادة 164 يعاقب بالحبس من شهر وءحد ءلى ستة 6 ءشهر وبغرامة من خمسة ءءءلف 5.000 ءلى اثني عشر ءلف 12.000 درهم ءو بءحدى هاتين العقوبتين فقط، كل مسءول عن استغالل مركبة لنقل,sanction,non_precise,,6.0,vitesse,True,False,True
164,المادة 164 1 يعاقب بغرامة من ماءة ءلف 100.000 ءلى ماءتي ءلف 200.000 درهم، كل مشغل لساءق مركبة لنقل البضاءع ءو مركبة للنقل الجماعي لءلشخاص خاضعة ءلجبارية تجهيزها بجهاز قياس السرعة وزمن,sanction,poids_lourd,200.0,1.0,vitesse,True,True,True
