id,titre,contenu,categorie,sous_type_cancer,stade,ligne,mots_cles,protocole,dosage,effets_secondaires,scenario,reference
COL-META-001,Cancer du col utérin métastatique ou récidivant — 1ère ligne,"Le cancer du col utérin métastatique ou récidivant (non accessible à un traitement local de sauvetage) est traité par chimiothérapie systémique. L'association Carboplatine + Paclitaxel + Bévacizumab améliore la SG vs CT seule dans l'étude GOG-240 (SG médiane 17 vs 13 mois). L'ajout du Pembrolizumab à la CT + Bévacizumab en 1ère ligne si PD-L1 CPS ≥ 1 améliore la PFS et la SG (KEYNOTE-826). Le Tisotumab Vedotin (anticorps conjugué anti-facteur tissulaire) est une option en 2ème ligne ou plus (taux RO 24 %, FDA approuvé).",traitement,col_uterin,métastatique,1ère-2ème ligne,col utérin|Carboplatine|Paclitaxel|Bévacizumab|Pembrolizumab|CPS|KEYNOTE-826|Tisotumab,Carboplatine + Paclitaxel + Bévacizumab + Pembrolizumab (CPS ≥ 1),1ère ligne CPS ≥ 1 : Carboplatine AUC5 J1 + Paclitaxel 175 mg/m² J1 q21j + Bévacizumab 15 mg/kg J1 q21j + Pembrolizumab 200 mg J1 q21j × 6 cycles puis maintenance Pembrolizumab + Bévacizumab. 1ère ligne CPS < 1 : Carboplatine + Paclitaxel + Bévacizumab (sans Pembrolizumab). 2ème ligne : Tisotumab Vedotin 2 mg/kg IV q21j (si disponible).,"Bévacizumab : fistule vésico-vaginale (risque ++ en RT antérieure), HTA. Pembrolizumab : immunotoxicité","Kenza, 48 ans, carcinome squameux col utérin récidive pelvienne non résécable, CPS = 12. Antécédent de RCC (2 ans). Attention bévacizumab : risque fistule post-RT +++. Bilan : pas de fistule préexistante. 1ère ligne : Carboplatine + Paclitaxel + Bévacizumab + Pembrolizumab. Surveillance stricte de la fonction rénale et des signes de fistule.","Guide AMFROM 2024, Cancers Gynécologiques, Section II.B.2, p.67-69"
PROSTATE-META-001,Cancer de la prostate métastatique hormono-sensible (mHSPC),"La castration médicale ou chirurgicale est la base du traitement du cancer de la prostate métastatique hormono-sensible. Les agonistes LHRH (Leuproréline, Goséréline) nécessitent une couverture anti-androgène lors des 2 premières injections (flare). Les antagonistes LHRH (Dégarelix) n'induisent pas de flare et sont préférables si métastases rachidiennes. L'intensification thérapeutique est le standard : ADT + Abiratérone + Prednisone (LATITUDE, STAMPEDE) OU ADT + Enzalutamide (ARCHES, ENZAMET) OU ADT + Docétaxel (CHAARTED, STAMPEDE — forte charge métastatique). Le choix dépend de la charge métastatique, des comorbidités et des préférences du patient.",traitement,prostate,métastatique,1ère ligne mHSPC,prostate|mHSPC|castration|ADT|LHRH|Abiratérone|Enzalutamide|Docétaxel|LATITUDE|STAMPEDE|CHAARTED,ADT + Abiratérone + Prednisone | OU ADT + Enzalutamide | OU ADT + Docétaxel,"ADT : Leuproréline 7,5 mg IM mensuel OU 22,5 mg IM trimestriel OU 45 mg IM semestriel. Goséréline 3,6 mg SC mensuel OU 10,8 mg SC trimestriel. Dégarelix 240 mg SC initial puis 80 mg SC mensuel. + Abiratérone 1000 mg/j + Prednisone 10 mg/j en continu OU + Enzalutamide 160 mg/j en continu OU + Docétaxel 75 mg/m² q21j × 6 cycles (forte charge tumorale, PS 0-1).","ADT : bouffées de chaleur, ostéoporose, syndrome métabolique. Abiratérone : HTA, hypokaliémie (surveiller). Enzalutamide : fatigue, HTA, convulsions rares","Abdelkader, 70 ans, cancer de la prostate Gleason 9, métastases osseuses multiples + adénopathies, PSA initial 450 ng/ml. Pas de compression médullaire. Traitement : Dégarelix (antagoniste LHRH — évite le flare) + Abiratérone 1000 mg/j + Prednisone. À 6 mois : PSA = 1,8 ng/ml, réponse osseuse partielle en scintigraphie.","Guide AMFROM 2024, Cancers Urologiques, Section VII.D, p.239-241"
PROSTATE-CRPC-001,Cancer de la prostate résistant à la castration (mCRPC),La résistance à la castration est définie par une progression biochimique ou radiologique malgré un taux de testostérone castré (< 50 ng/dL). La castration doit être maintenue indéfiniment. En 1ère ligne de mCRPC (sans chimiothérapie préalable) : Abiratérone ou Enzalutamide. Après progression sous nouvelles hormonothérapies : Docétaxel 75 mg/m² q21j × 10 cycles. Après Docétaxel : Cabazitaxel 25 mg/m² q21j (TROPIC — SG supérieure à Mitoxantrone). En cas de mutation BRCA1/2 ou HRR : Olaparib (PROfound) ou Rucaparib. Le Radium 223 (Xofigo) est indiqué dans les mCRPC avec métastases osseuses exclusives symptomatiques (sans métastases viscérales).,traitement,prostate,métastatique_résistant,mCRPC,mCRPC|Abiratérone|Enzalutamide|Docétaxel|Cabazitaxel|TROPIC|Olaparib|PROfound|Radium223|BRCA,1L mCRPC : Abiratérone OU Enzalutamide | 2L : Docétaxel | 3L : Cabazitaxel OU Olaparib (BRCA),"Abiratérone 1000 mg/j + Prednisone 10 mg/j (mCRPC 1ère ligne). Enzalutamide 160 mg/j en continu. Docétaxel 75 mg/m² q21j × 10 cycles (+ Prednisone 5 mg × 2/j). Cabazitaxel 25 mg/m² q21j (+ Prednisone 5 mg × 2/j, G-CSF prophylaxie). Olaparib (BRCA muté) : 300 mg × 2/j en continu. Radium 223 : 55 kBq/kg IV q28j × 6 injections (métastases osseuses symptomatiques).","Cabazitaxel : neutropénie sévère (G-CSF obligatoire), diarrhée. Radium 223 : myélosuppression","Mourad, 74 ans, mCRPC post-Docétaxel, métastases osseuses multiples + PSA 350. Profil moléculaire : mutation BRCA2 somatique. 2ème ligne : Olaparib 300 mg × 2/j. Réponse partielle PSA à 3 mois (-60 %).","Guide AMFROM 2024, Cancers Urologiques, Section VII.D, p.240-244"
REIN-META-001,Cancer du rein à cellules claires métastatique — Traitement systémique,"Le cancer du rein à cellules claires métastatique est stratifié selon le score pronostique IMDC (0 facteur = favorable ; 1-2 = intermédiaire ; 3-6 = défavorable). Risque favorable : Pembrolizumab + Axitinib (KEYNOTE-426) OU Pembrolizumab + Lénvatinib (CLEAR) OU Nivolumab + Cabozantinib (CheckMate 9ER) OU Sunitinib (option historique). Risque intermédiaire/défavorable : mêmes associations bi-thérapie privilégiées. Nivolumab + Ipilimumab (CheckMate 214) est une option pour les risques intermédiaires/défavorables. En 2ème ligne : Nivolumab, Cabozantinib, Axitinib, Évérolimus selon le traitement antérieur.",traitement,rein,métastatique,1ère-2ème ligne,rein|cellules claires|IMDC|Pembrolizumab|Axitinib|Nivolumab|Ipilimumab|Sunitinib|Lénvatinib|Cabozantinib,1L : Pembrolizumab + Axitinib | OU Nivolumab + Ipilimumab | 2L : Nivolumab OU Cabozantinib,Pembrolizumab 200 mg q21j + Axitinib 5 mg × 2/j (ajusté à 7-10 mg si toléré). Pembrolizumab 200 mg q21j + Lénvatinib 20 mg/j. Nivolumab 3 mg/kg + Ipilimumab 1 mg/kg q21j × 4 cycles puis Nivolumab 240 mg q14j. Sunitinib : 50 mg/j J1-J28 q42j (4 semaines on / 2 semaines off). 2ème ligne : Nivolumab 240 mg q14j OU Cabozantinib 60 mg/j OU Évérolimus 10 mg/j.,"Anti-VEGFR (Sunitinib/Axitinib) : HTA, fatigue, stomatite, hypothyroïdie. Double immunothérapie : colite, hépatite, endocrinopathie","Karim, 56 ans, carcinome rénal cellules claires, métastases pulmonaires et hépatiques, IMDC intermédiaire (1 facteur : Hb < LNI). 1ère ligne : Nivolumab + Ipilimumab × 4 cycles puis Nivolumab maintenance. Réponse partielle à 4 mois. Suivi bilan thyroïdien, transaminases mensuel.","Guide AMFROM 2024, Cancers Urologiques, Section VII.B, p.227"
VESSIE-META-001,Cancer de la vessie métastatique — Chimiothérapie et immunothérapie,"Le traitement du cancer de la vessie métastatique ou localement avancé non résécable dépend de l'éligibilité au Cisplatine. Si éligible au Cisplatine (GFR ≥ 60 ml/min, PS 0-1, pas d'IC ni neuropathie) : MVAC ou Gemcitabine + Cisplatine (GC) en 1ère ligne. Si non éligible au Cisplatine : Gemcitabine + Carboplatine ou Pembrolizumab (si PD-L1+). En maintenance après réponse partielle ou stabilisation sous CT à base de platine : Avelumab (anti-PD-L1) améliore la SG vs Best Supportive Care (JAVELIN Bladder 100). En 2ème ligne : Pembrolizumab (KEYNOTE-045) et Nivolumab sont les standards après progression sous CT platine.",traitement,vessie,métastatique,1ère-2ème ligne,vessie|urothélial|GC|MVAC|Gemcitabine|Cisplatine|Pembrolizumab|Avelumab|PD-L1|JAVELIN,1L éligible Cisplatine : GC | Non éligible : GC-Carbo ou Pembrolizumab | Maintenance : Avelumab,"GC (éligible Cisplatine) : Gemcitabine 1000 mg/m² J1,J8 + Cisplatine 70 mg/m² J1 q21j × 4-6 cycles. MVAC : Méthotrexate 30 mg/m² J1 + Vinblastine 3 mg/m² J2 + Doxorubicine 30 mg/m² J2 + Cisplatine 70 mg/m² J2 q28j (moins utilisé — plus toxique). GC-Carbo (non éligible) : Gemcitabine 1000 mg/m² J1,J8 + Carboplatine AUC4,5 J1 q21j. Maintenance Avelumab : 800 mg IV q14j (si non-progression sous CT). 2ème ligne : Pembrolizumab 200 mg q21j.",Néphrotoxicité Cisplatine (hydratation obligatoire). Avelumab : immunotoxicité,"Ali, 68 ans, carcinome urothélial de la vessie localement avancé (T4bN2M1), GFR 65 ml/min. Eligible au Cisplatine → GC × 6 cycles. Réponse partielle. Maintenance : Avelumab 800 mg q14j. Surveillance PD, bilan immunologique q3 mois.","Guide AMFROM 2024, Cancers Urologiques, Section VII.C, p.231-236"
MELANOME-META-001,Mélanome métastatique — Traitement selon statut BRAF,"Le mélanome métastatique est traité selon le statut mutationnel BRAF V600. La mutation BRAF V600 est présente dans ~50 % des mélanomes. Si BRAF V600 muté : thérapie ciblée combinée inhibiteur BRAF + inhibiteur MEK. Dabrafénib + Tramétinib (COMBI-d/v) et Vémurafénib + Cobimétinib (coBRIM) sont les associations standard. Taux de réponse ~70 %, mais résistance fréquente. Si BRAF sauvage OU BRAF muté avec préférence immunothérapie : double immunothérapie Nivolumab + Ipilimumab (CheckMate 067) OU Pembrolizumab monothérapie (KEYNOTE-006). Concernant les métastases cérébrales : Nivolumab + Ipilimumab (taux RO intracrânien 51-54 %) et Dabrafénib + Tramétinib (RO intracrânien ~58 %) ont une activité cérébrale démontrée.",traitement,melanome,métastatique,1ère ligne,mélanome|BRAF|Dabrafénib|Tramétinib|Vémurafénib|Cobimétinib|Nivolumab|Ipilimumab|Pembrolizumab|CheckMate067,BRAF muté : Dabrafénib + Tramétinib | BRAF sauvage : Nivolumab + Ipilimumab ou Pembrolizumab,Dabrafénib 150 mg × 2/j per os + Tramétinib 2 mg/j per os en continu (BRAF V600 muté). Vémurafénib 960 mg × 2/j + Cobimétinib 60 mg/j J1-J21 q28j (BRAF V600 muté). Nivolumab 1 mg/kg + Ipilimumab 3 mg/kg q21j × 4 cycles puis Nivolumab 240 mg q14j OU 480 mg q28j (BRAF sauvage ou muté). Pembrolizumab 200 mg q21j OU 400 mg q6 semaines (BRAF sauvage ou muté).,"BRAF+MEK inhibiteurs : fièvre (Dabrafénib ++ réversible), rash, arthralgies. Double immuno : colite, hépatite sévère ++","Imad, 42 ans, mélanome choroïdien stade IV, métastases pulmonaires + 2 lésions cérébrales < 1 cm, BRAF V600E muté. Traitement 1ère ligne : Dabrafénib 150 mg × 2/j + Tramétinib 2 mg/j. Réponse cérébrale partielle à 2 mois. Fièvre grade 2 à cycle 3 → pause 5 jours puis reprise. IRM cérébrale tous les 2 mois.","Guide AMFROM 2024, Cancers Cutanés, Section VIII.A, p.250-252"
GLIOBLASTOME-001,Glioblastome (Grade IV) — Traitement standard Stupp,"Le glioblastome est la tumeur cérébrale maligne la plus fréquente chez l'adulte, survenant autour de la 60ème année. Le traitement standard (protocole Stupp) associe une chirurgie la plus complète possible, suivie d'une radiochimiothérapie concomitante (RT 60 Gy/30 fractions + Temozolomide 75 mg/m²/j × 6 semaines) puis 6 cycles de Temozolomide adjuvant (150-200 mg/m²/j J1-J5 q28j). Le statut de méthylation du promoteur MGMT est un facteur prédictif de réponse au Temozolomide (MGMT méthylé = meilleure réponse). Pour les gliomes oligodendrogliaux de grade III avec co-délétion 1p-19q : le protocole PCV est administré après RT (Lomustine + Vincristine + Procarbazine × 6 cycles).",traitement,tumeur_cerebrale,localisé,curatif,glioblastome|Temozolomide|Stupp|RT|MGMT|PCV|oligodendrogliome|1p-19q|Lomustine,Stupp : RT 60 Gy + Temozolomide 75 mg/m²/j puis Temozolomide J1-J5 × 6 cycles q28j,"Phase concomitante : RT 60 Gy/30 fractions (6 semaines) + Temozolomide 75 mg/m²/j per os quotidien pendant toute la RT (y compris week-ends). Phase adjuvante : Temozolomide 150 mg/m²/j J1-J5 cycle 1, puis 200 mg/m²/j J1-J5 si toléré q28j × 6 cycles. PCV (oligodendrogliome avec co-délétion 1p-19q après RT) : Lomustine 110 mg/m² J1 PO + Vincristine 1,4 mg/m² (max 2 mg) J8,J29 IV + Procarbazine 60 mg/m²/j J8-J21 PO q42j × 6 cycles.","Temozolomide : myélosuppression (NFS hebdomadaire phase concomitante), nausées, pneumocystose (prophylaxie Cotrimoxazole obligatoire)","Kamal, 58 ans, glioblastome IDH sauvage fronto-temporal gauche, MGMT méthylé, résection incomplète. Phase concomitante : RT 60 Gy + Temozolomide 75 mg/m²/j × 6 semaines + Cotrimoxazole prophylactique 3 j/semaine. Phase adjuvante : Temozolomide 200 mg/m²/j J1-J5 q28j × 6 cycles. IRM cérébrale de surveillance avant phase adjuvante puis tous les 2 cycles.","Guide AMFROM 2024, Tumeurs Cérébrales, p.259-261"
ORL-LOCAL-001,Carcinomes épidermoïdes ORL localement avancés — Radio-chimiothérapie,"L'association radio-chimiothérapie concomitante (RCC) est le standard thérapeutique des carcinomes épidermoïdes ORL localement avancés (stades III-IV). La méta-analyse de l'IGR (10 741 patients) confirme un bénéfice de 8 % en SG à 5 ans vs RT seule. Le Cisplatine à haute dose (100 mg/m² q21j × 3) est le radio-sensibilisateur de référence. En 1ère ligne métastatique ou récidive inopérable, le protocole EXTREME (Cetuximab + Cisplatine/Carboplatine + 5-FU) est le standard. L'immunothérapie a transformé la prise en charge : Pembrolizumab en monothérapie ou + CT (KEYNOTE-048) est le nouveau standard en 1ère ligne métastatique selon CPS/TPS.",traitement,ORL_carcinome_epidermoide,localisé_et_métastatique,curatif et 1ère ligne,ORL|carcinome épidermoïde|Cisplatine|RCC|EXTREME|Cetuximab|Pembrolizumab|KEYNOTE-048|cavum|CPS,RCC curatif : Cisplatine 100 mg/m² q21j × 3 + RT | EXTREME : Cetuximab + Cisplatine + 5-FU | Pembrolizumab (meta),"RCC curatif : Cisplatine 100 mg/m² IV J1 q21j × 3 concomitant à RT 66-70 Gy. OU Carboplatine AUC1,5 IV hebdomadaire + RT (si CI Cisplatine). EXTREME (1ère ligne métastatique) : Cetuximab 400 mg/m² C1 puis 250 mg/m² hebdo + Cisplatine 100 mg/m² OU Carboplatine AUC5 J1 + 5-FU 1000 mg/m²/j J1-J4 q21j × 6 cycles puis maintenance Cetuximab. Pembrolizumab (KEYNOTE-048) : 200 mg q21j ± 5-FU + Platine (selon CPS). Résistant aux platines : Pembrolizumab mono (TPS ≥ 50%) OU Cetuximab + CT.","Cetuximab : rash acnéiforme (corrélé à la réponse), hypomagnésémie. Cisplatine haute dose : ototoxicité, néphrotoxicité","Rachid, 55 ans, carcinome épidermoïde de l'oropharynx cT3N2M0, HPV+, CPS = 20. Traitement curatif : RCC Cisplatine 100 mg/m² q21j × 3 + RT 70 Gy/35 fractions. Réponse complète à 3 mois. Surveillance ORL semestrielle + scanner cervico-thoracique annuel.","Guide AMFROM 2024, Cancers ORL, Section V.B, p.181-184"
SARCOME-001,Sarcomes des tissus mous — Chimiothérapie néo-adjuvante et métastatique,"Les sarcomes des tissus mous (STM) sont des tumeurs rares nécessitant une prise en charge dans des centres experts. Il n'existe pas de protocole néoadjuvant standard unique : les polychimiothérapies à base d'anthracyclines + Ifosfamide sont privilégiées quand une réponse tumorale est nécessaire (tumeurs localement avancées). En situation métastatique, plusieurs options sont disponibles selon l'histologie : Gemcitabine + Docétaxel (léiomyosarcomes surtout), Dacarbazine, Pazopanib, Éribulne (liposarcomes), Trabectedine (liposarcomes et léiomyosarcomes). L'Imatinib est indiqué pour les GIST (tumeurs stromales) et non pour les STM classiques.",traitement,sarcome_tissus_mous,localisé_et_métastatique,néoadjuvant et métastatique,sarcome|STM|Doxorubicine|Ifosfamide|Gemcitabine|Docétaxel|Pazopanib|Éribuline|Trabectedine|GIST,AI : Doxorubicine + Ifosfamide | Méta : Gemcitabine + Docétaxel | Pazopanib | Éribuline (liposarcome),"AI (néoadjuvant/1ère ligne méta) : Ifosfamide 3000 mg/m²/j J1-J3 + MESNA 3000 mg/m² J1-J3 + Doxorubicine 60 mg/m² J1 q21j + G-CSF. Alternative AI : Doxorubicine 75 mg/m² J1 + Ifosfamide 5 g/m² J1 en 24h + MESNA + G-CSF q21j. Gemcitabine + Docétaxel : Gemcitabine 675 mg/m² J1,J8 + Docétaxel 75 mg/m² J8 q21j. Pazopanib : 800 mg/j en continu (non léiomyosarcome). Éribuline : 1,23 mg/m² J1,J8 q21j (liposarcomes). Trabectedine : 1,5 mg/m² IV sur 24h q21j (liposarcome et léiomyosarcome).","Ifosfamide : encéphalopathie, cystite hémorragique (MESNA obligatoire). Doxorubicine : cardiotoxicité (dose cumulée max ~450-550 mg/m²)","Hicham, 45 ans, léiomyosarcome de la cuisse droite T3bN0M0 localement avancé (> 10 cm). Néoadjuvant : AI × 3 cycles + G-CSF prophylaxie primaire. Réponse partielle (réduction 40 %) → résection chirurgicale R0. Adjuvant : AI × 3 cycles supplémentaires.","Guide AMFROM 2024, Sarcomes, Section VI.A, p.193-198"
DIAG-SEIN-001,Bilan diagnostique initial du cancer du sein,"Le bilan initial d'un cancer du sein nouvellement diagnostiqué comprend : Imagerie : mammographie bilatérale (standard) + échographie mammaire ± IRM mammaire (seins denses, risque héréditaire, discordance clinico-radiologique, carcinome lobulaire). Anatomopathologie : biopsie écho-guidée ou stéréotaxique avec analyse complète : histologie, grade SBR (Scarff-Bloom-Richardson), récepteurs estrogéniques (RE), progestéroniques (RP), HER2, Ki67 (prolifération). Bilan d'extension : TDM thoraco-abdomino-pelvien + scintigraphie osseuse si stade II ou III ou symptômes. TEP-TDM en alternative. Bilan pré-thérapeutique : NFS, bilan hépatique, rénal, FEVG (si Trastuzumab prévu). Consultation d'oncogénétique si suspicion syndrome héréditaire (< 40 ans, TNBC, antécédents familiaux). Présentation obligatoire en RCP.",diagnostic,sein,général,diagnostic,bilan diagnostique|mammographie|IRM|biopsie|HER2|RE|RP|Ki67|SBR|RCP|TDM|FEVG|oncogénétique,Bilan initial cancer du sein,,,"Salma, 48 ans, nodule sein droit découvert au dépistage, ACR4-C à la mammographie. Biopsie : adénocarcinome grade SBR II, RE+ 90%, RP+ 60%, HER2 2+. FISH HER2 : amplifié. TDM corps entier et scintigraphie osseuse : négatifs. FEVG : 65 %. Présentation RCP : cancer du sein HER2+ cT2N1, décision de traitement néoadjuvant.","Guide AMFROM 2024, Cancers du Sein, Introduction, p.10-11"
DIAG-POUMON-001,Bilan moléculaire obligatoire du CPNPC avant traitement,"Avant tout traitement d'un CPNPC, un bilan moléculaire complet est obligatoire (carcinome non épidermoïde, ou épidermoïde chez un non-fumeur ou jeune). Les biomarqueurs à rechercher systématiquement : Mutations EGFR (exons 18-21 : délétion exon 19, L858R, T790M, exon 20 insertion), Réarrangements ALK et ROS1, Expression PD-L1 (TPS et CPS), Mutation BRAF V600E, Amplification/mutation MET exon 14, Réarrangements RET et NTRK1/2/3. Technique : NGS (Next Generation Sequencing) sur tissu tumoral — biopsie bronchique, trans-thoracique ou chirurgicale. La biopsie liquide (ADN tumoral circulant) est une alternative si tissu insuffisant ou pour la surveillance de résistance (EGFR T790M).",diagnostic,poumon,général,diagnostic,NGS|EGFR|ALK|ROS1|PD-L1|BRAF|MET|RET|NTRK|biopsie liquide|ADN circulant|moléculaire|CPNPC,Bilan moléculaire complet CPNPC,,,"Youssef, 45 ans, non-fumeur, adénocarcinome pulmonaire stade IV. NGS sur biopsie bronchique : mutation EGFR exon 21 L858R, PD-L1 TPS 20%, pas d'ALK/ROS1. Traitement : Osimertinib 80 mg/j en 1ère ligne. Biopsie liquide programmée à 6 mois pour surveillance de résistance (T790M).","Guide AMFROM 2024, Cancers Pulmonaires, Section IV.A.2, p.153-154"
SUPPORT-EMESE-001,Prévention des nausées et vomissements induits par la chimiothérapie (NVIC),"Les NVIC sont classées selon le potentiel émétisant du protocole de chimiothérapie. Protocoles hautement émétisants (HEC, risque > 90 %) : Cisplatine, Cyclophosphamide haute dose, ABVD, DTIC → trithérapie antiémétique : Antagoniste NK1 (Aprépitant) + Sétron (Ondansétron/Granisetron) + Corticoïde (Dexaméthasone) ± Olanzapine en cas de nausées importantes. Protocoles modérément émétisants (MEC, risque 30-90 %) : Bithérapie Sétron + Dexaméthasone ± Aprépitant. La prévention est prioritaire car le traitement curatif des vomissements établis est beaucoup moins efficace. Vomissements anticipatoires (conditionnement Pavlovien) : Benzodiazépines (Lorazépam) + techniques comportementales.",effets_secondaires,général,général,soins_support,NVIC|nausées|vomissements|Aprépitant|NK1|Ondansétron|Granisetron|Dexaméthasone|Olanzapine|HEC|MEC|antiémétiques,HEC : Aprépitant + Ondansétron + Dexaméthasone ± Olanzapine | MEC : Sétron + Dexaméthasone,"HEC J1 : Aprépitant 125 mg PO J1 + Ondansétron 8 mg × 2 IV/PO + Dexaméthasone 12 mg IV. HEC J2-J3 : Aprépitant 80 mg PO + Dexaméthasone 8 mg PO ± Métoclopramide. MEC J1 : Ondansétron 8 mg × 2 PO/IV + Dexaméthasone 8 mg IV ± Aprépitant 125 mg PO. Option MEC J1 : Granisetron 1 mg × 2 IV OU 3 mg IV dose unique. Anticipatoires : Lorazépam 0,5-1 mg la veille de la chimiothérapie.","Dexaméthasone : insomnie, hyperglycémie. Olanzapine : somnolence, prise de poids","Driss, sous FOLFIRINOX pour cancer du pancréas (MEC). Prévention : Granisetron 1 mg IV + Dexaméthasone 8 mg IV avant CT. Nausées retardées J2-J3 → Métoclopramide 10 mg × 3/j + Dexaméthasone 8 mg PO. Cycle 2 : ajout Aprépitant 125 mg J1 puis 80 mg J2-J3 → meilleur contrôle.","Guide AMFROM 2024, Soins de Support, Section X.E, p.276-278"
SUPPORT-NEUTRO-001,Neutropénie fébrile et facteurs de croissance granulocytaires (G-CSF),"La neutropénie fébrile (NF) est une urgence diagnostique et thérapeutique. Elle est définie par une température ≥ 38,3 °C ou deux mesures ≥ 38 °C avec une neutropénie < 500/mm³ ou attendue < 500/mm³. Les G-CSF réduisent l'incidence, la durée et la sévérité de la neutropénie. La prophylaxie primaire (dès le 1er cycle) est indiquée si le risque de NF > 20 %. La prophylaxie secondaire (à partir du 2ème cycle après un épisode de NF) permet de maintenir les doses sans réduction. G-CSF disponibles au Maroc : Filgrastim (court-acting), Lénograstim, Pegfilgrastim (long-acting — 1 dose unique par cycle). En cas de NF établie : Filgrastim ou Lénograstim en curatif si NF prolongée > 10j, sepsis sévère, infection fongique invasive, ou neutropénie < 100/mm³.",soins_support,général,général,soins_support,neutropénie fébrile|G-CSF|Filgrastim|Lénograstim|Pegfilgrastim|prophylaxie|urgence|infection,G-CSF prophylactique : Filgrastim 5 µg/kg/j J2 ou Pegfilgrastim 6 mg J2 unique,"Filgrastim : 5 µg/kg/j (0,5 MUI/kg/j) SC, J2 après chimiothérapie × 7-10 jours. Lénograstim : 150 µg/m²/j (pratique : 34 µg adulte) SC × 7-10 jours. Pegfilgrastim : 6 mg SC dose unique J2 de chaque cycle (24-36h après fin CT). Curatif NF sévère : Filgrastim 5 µg/kg/j jusqu'à PNN > 1000/mm³ × 2 jours consécutifs.","Douleurs osseuses (fréquentes, traitement Paracétamol), splénomégalie, rupture splénique rare (très rare)","Rachida, sous R-CHOP pour lymphome DLBCL (risque NF 20-30 %). Prophylaxie primaire : Pegfilgrastim 6 mg SC J2 de chaque cycle. Cycle 3 : fièvre 39 °C + PNN 200/mm³ (NF malgré prophylaxie). Hospitalisation, hémocultures, antibiotiques large spectre IV + Filgrastim curatif 5 µg/kg/j jusqu'à normalisation.","Guide AMFROM 2024, Soins de Support, Section X.B, p.269-271"
SUPPORT-THROMBO-001,Thrombose veineuse profonde et embolie pulmonaire au cours du cancer,"La maladie thrombo-embolique veineuse (MTEV) est observée chez 10 à 15 % des patients atteints de cancer. La survenue d'une thrombose idiopathique doit faire rechercher un cancer occulte. Facteurs de risque spécifiques au cancer : pancréas, cerveau, rein, estomac, poumon (localisations à haut risque). Autres facteurs : chimiothérapie, antiangiogéniques, Tamoxifène, hospitalisation, cathéter veineux central. Traitement curatif : HBPM à doses curatives × 6 mois minimum OU anticoagulants oraux directs (AOD : Apixaban ou Rivaroxaban) tant que cancer actif. Adaptation si thrombopénie : réduire dose si plaquettes < 50 000/mm³, interrompre si < 30 000/mm³ et discuter filtre cave temporaire.",soins_support,général,général,soins_support,TVP|embolie pulmonaire|MTEV|HBPM|Énoxaparine|Tinzaparine|Daltéparine|AOD|Rivaroxaban|Apixaban|thrombose,Curatif : HBPM doses curatives × 6 mois | Alternative : AOD (Rivaroxaban ou Apixaban),"Phase initiale (J1-J10) HBPM curatif : Tinzaparine 175 UI/kg/j SC OU Énoxaparine 150 UI/kg/j SC OU Daltéparine 200 UI/kg/j J1-J30 puis 150 UI/kg/j. Au-delà de J10 : HBPM curatif × 6 mois minimum (optimal), ou relais AVK (INR cible 2-3) si refus HBPM. AOD : Rivaroxaban 15 mg × 2/j × 21j puis 20 mg/j OU Apixaban 10 mg × 2/j × 7j puis 5 mg × 2/j. Prophylaxie secondaire > 6 mois si cancer actif : HBPM demi-dose ou AOD dose standard. Insuffisance rénale sévère (DFG < 30 ml/min) : HNF 500 UI/kg/j IV continue.","Hémorragie, thrombopénie induite par l'héparine (TIH — surveillance plaquettes J5-J8)","Amina, sous chimiothérapie pour cancer du poumon, douleur mollet droit + écho-Doppler : TVP fémorale proximale. Score Khorana initial = 3 (cancer poumon, NFS pathologique). Traitement : Rivaroxaban 15 mg × 2/j × 21j puis 20 mg/j tant que cancer actif. Bilan renal : DFG 75 ml/min (AOD autorisé). Surveillance plaquettes toutes les 2 semaines.","Guide AMFROM 2024, Soins de Support, Section X.A, p.265-267"
